Age,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
22,1,1,2,4,1,7,1,4,74,3,1,1.0,22,1,10.0,2,3,1.0,0.0,0.0,0.0,1
27,1,2,1,1,1,2,1,3,43,1,2,2.9127494628791286,20,2,8.174501074241743,3,2,5.912749462879129,2.1745010742417423,0.0,0.08725053712087116,1
38,1,2,1,1,1,6,2,1,44,3,2,1.9929057710286076,23,3,8.496452885514303,2,3,7.255320671728544,0.7446793282714557,1.0,6.0070942289713924,1
38,2,1,1,1,1,6,4,4,46,2,2,2.111840229542264,20,1,8.844736091816905,2,3,6.155263908183095,5.310527816366189,0.4223680459084528,4.155263908183095,1
33,4,2,3,10,1,24,1,4,30,3,2,1.834486682572026,20,3,9.165513317427974,3,2,5.0,3.834486682572026,1.0,3.834486682572026,1
36,1,2,1,4,1,2,3,2,70,3,1,2.966120839753405,20,4,7.101637480739785,2,2,3.0677583204931897,2.0,0.966120839753405,2.033879160246595,1
36,2,2,1,1,1,6,4,3,45,2,1,0.9344195133982722,20,1,8.0,2,3,6.377053657734486,6.0655804866017276,0.3114731711327574,4.688526828867243,1
28,1,1,2,12,1,6,2,3,68,3,1,0.7804957075460877,21,4,5.219504292453912,3,3,5.0,3.2195042924539123,0.0,2.4390085849078247,1
40,2,1,2,3,1,3,2,3,38,3,2,1.0,23,4,8.555174345258836,2,3,7.167238482111745,7.0,2.4448256547411638,7.0,1
43,1,1,3,11,2,1,4,4,78,3,2,2.0,15,1,10.0,3,4,3.3397083577567086,2.3397083577567086,0.0,2.3397083577567086,1
28,1,2,2,2,1,9,2,3,34,3,2,1.4253615686824526,20,2,8.787319215658774,3,2,8.149276862635094,6.361957646976321,1.0,6.361957646976321,1
35,1,1,2,5,2,1,3,3,69,2,1,2.0,17,3,6.454478952779562,3,3,3.0,0.4848263175931874,0.4848263175931874,2.0,1
31,4,1,2,5,1,12,2,3,76,2,1,1.0,20,2,2.19566947453795,2,3,1.9755413156827561,1.9510826313655125,1.9510826313655125,1.9510826313655125,1
31,1,2,1,2,1,2,2,3,70,3,1,1.917977976034026,20,2,6.458988988017013,3,2,4.623033035948961,3.6230330359489606,0.45898898801701304,3.082022023965974,1
29,1,2,1,1,1,4,3,3,43,2,1,3.0,20,1,8.0,2,3,5.442694631109952,3.1146107377800956,0.5573053688900479,2.2292214755601916,1
35,5,2,3,10,2,1,1,2,94,2,2,0.860632017890734,20,3,10.557471928437064,2,2,10.418103946327799,2.1149438568741283,0.5574719284370642,8.139367982109267,1
50,2,1,1,10,1,1,3,3,63,3,3,1.5350697189336586,22,1,11.394790843199024,2,2,8.719442248530731,3.0,1.0,9.0,1
41,4,2,2,3,1,26,3,3,32,3,2,1.0,25,2,9.44661138574343,2,3,5.184462871418856,3.368925742837712,1.0,2.815537128581144,1
30,2,1,1,1,1,2,3,2,51,2,2,3.801616352934092,22,2,10.202424529401139,3,2,1.4979795588323852,0.5991918235329541,0.0,0.5991918235329541,1
31,1,3,2,2,1,23,4,3,91,2,1,3.070189221194167,22,1,12.239747705074443,1,2,6.380126147462779,4.380126147462779,1.0,5.760252294925556,1
36,4,2,2,2,1,3,3,2,59,3,3,3.602681884542402,18,3,13.98659057728799,3,4,6.794636230915196,5.0,1.0,3.5892724618303915,1
27,3,2,2,2,2,3,1,3,72,3,1,0.4267889053367494,21,3,8.28036671601025,2,3,3.866055473316253,2.2928443786530024,0.0,2.2928443786530024,1
31,1,2,1,3,2,8,2,3,45,2,1,0.4004359558514612,21,1,5.201307867554384,0,2,3.400435955851461,2.400435955851461,0.7997820220742694,1.7997820220742695,1
46,1,3,1,2,1,3,4,2,94,3,1,1.650613000950667,14,3,9.554291006654669,2,3,5.650613000950667,3.0,0.0,2.048160997147999,1
55,1,1,2,7,1,6,3,3,81,3,1,3.0635363431172413,20,1,10.595304514675862,3,2,2.8729273137655174,0.9364636568827587,0.46823182844137934,1.8729273137655174,1
51,2,1,3,4,2,2,2,3,33,2,4,2.0,19,2,10.0,3,3,4.625168090642634,3.8751200647447384,1.6249759870510523,2.0,1
36,1,2,1,4,1,4,3,2,70,3,1,2.6222740525598307,20,4,8.133177842320508,1,2,3.7554518948803386,2.0,0.6222740525598307,2.3777259474401693,1
44,1,1,3,9,1,3,3,2,55,1,2,3.673129626584666,21,2,9.326870373415334,2,4,4.346259253169332,0.0,0.0,2.5096944398769985,1
30,1,3,1,1,2,18,3,2,36,3,1,1.0,22,3,8.237639187297777,1,2,3.9372680211703717,3.3498144169362973,0.5874536042340743,1.1749072084681487,1
55,1,1,2,12,1,6,3,2,75,2,2,3.411910641558057,17,2,9.294044679220972,3,2,1.0,0.0,0.0,0.0,1
30,2,2,2,10,1,7,2,3,65,3,1,1.857822400630515,21,4,5.571881600420344,3,3,4.428118399579656,2.714059199789828,0.0,2.0,1
30,3,1,2,5,1,11,2,3,75,2,1,1.0,20,2,5.778818158841713,3,3,1.527647730144786,1.0552954602895717,1.0552954602895717,1.0552954602895717,1
42,4,1,3,4,2,18,4,3,35,3,1,2.068911782514494,23,2,10.0,1,2,5.534455891257247,3.0,2.068911782514494,3.0,1
40,3,1,2,2,2,8,3,2,40,3,1,2.0378241032248283,22,2,9.037824103224828,1,2,6.962175896775172,1.556736154837242,2.0378241032248283,4.924351793550343,1
32,3,1,2,3,1,14,3,2,75,2,1,1.497011948821249,20,3,6.473107539391241,2,2,1.005976102357502,1.005976102357502,1.005976102357502,1.005976102357502,1
33,4,1,3,4,2,15,3,3,83,1,1,1.0,22,2,4.2960688431987215,2,3,4.2960688431987215,2.0,2.7653562810662407,0.4692874378675187,1
27,1,2,1,9,1,7,1,4,66,3,1,1.0,20,3,5.102981479331316,3,3,5.102981479331316,3.205962958662631,0.0,2.205962958662631,1
37,1,1,4,14,1,7,2,3,42,3,2,1.0,24,1,13.993823132137107,2,3,3.6625487547580713,1.9969115660685535,0.6656371886895178,5.325097509516143,1
34,4,2,1,1,2,12,3,3,36,3,2,2.8489932723922218,24,1,12.546979817176664,2,3,10.622483180980554,8.697986544784444,1.0,6.622483180980554,1
41,2,1,1,6,1,5,2,3,90,3,4,2.0,14,2,9.259738662242352,2,3,1.9870151170101966,0.0,0.24675377925254915,0.9870151170101966,1
40,1,1,2,3,1,1,3,3,76,2,1,2.455396290559401,22,1,11.455396290559401,3,2,5.0,3.0,1.0,0.8169055641608983,1
40,1,2,3,6,1,8,3,3,94,2,1,0.8974304098188842,20,2,5.9231263116300426,2,3,5.820556721448926,3.6154175410866944,0.4102783607244631,4.512847950905579,1
54,1,1,1,9,1,9,3,2,78,2,2,4.0,21,1,9.473421533340707,3,2,2.893686133362825,1.4202646000221186,0.47342153334070625,1.4202646000221186,1
51,1,3,2,8,1,1,2,3,64,3,3,1.800749771486121,21,2,10.597750685541637,1,2,6.594001828111032,3.800749771486121,1.0,4.195501371083274,1
35,4,1,2,3,1,2,3,3,72,3,1,3.9367943068478835,21,3,14.894657178079806,2,3,1.0,0.0,0.0,0.0,1
37,1,2,1,1,1,1,3,1,59,2,2,3.519366578369712,22,3,11.038733156739424,2,3,7.679577718913141,3.320422281086859,0.16021114054342944,6.519366578369712,1
37,1,2,1,1,1,1,4,1,59,2,2,3.6009812800345706,22,3,11.866993760011523,2,3,8.39901871996543,3.532024959953906,0.1330062399884765,7.133006239988476,1
29,2,1,1,1,3,6,2,2,44,2,1,0.5920155046351553,17,1,4.592015504635155,1,3,4.184031009270311,3.184031009270311,0.4079844953648447,3.184031009270311,1
33,1,3,2,2,1,5,2,2,71,3,1,1.4482774047406601,19,3,10.0,1,3,2.793109618962641,0.8965548094813205,0.0,1.3448322142219808,1
51,2,1,1,6,1,2,3,3,30,2,4,1.2538885640433044,13,1,10.0,3,3,4.238334307870087,4.984445743826782,1.2538885640433044,2.7461114359566956,1
38,1,1,2,2,2,2,2,3,37,3,2,1.0,23,3,8.196113099693452,2,3,8.196113099693452,7.0,2.803886900306547,7.196113099693453,1
40,2,1,1,3,1,5,3,2,54,2,1,3.5165236373181012,21,2,12.516523637318102,2,3,3.022031516424135,2.022031516424135,0.5055078791060338,2.022031516424135,1
38,2,2,3,5,1,11,4,3,90,2,1,1.0,21,2,5.0,2,3,5.0,2.5950489797004206,1.2148530608987382,2.3801959188016824,1
36,2,1,1,1,1,4,3,3,95,3,2,2.9821862623114272,14,1,8.017813737688574,4,4,6.696356229480955,5.017813737688573,0.0,3.3748987212733366,1
38,1,1,2,2,2,22,2,2,71,3,2,3.4305564822365,21,1,10.847217588817502,1,3,3.8472175888175015,2.2777740710540013,0.0,2.8472175888175015,1
33,1,3,2,2,2,8,2,3,36,3,2,1.0,20,3,8.774920965027006,2,3,8.66238144754051,6.774920965027006,1.8874604825135028,7.324762895081018,1
28,3,2,2,7,1,24,1,3,30,3,2,1.5567215847833662,21,3,7.670164754350099,3,2,5.443278415216634,4.443278415216634,1.0,4.0,1
33,1,2,3,3,1,4,3,3,55,2,1,2.0,23,2,8.83756071106848,1,3,1.0,0.0,0.0,0.0,1
33,1,2,1,1,2,15,3,3,36,3,2,1.3893700652841898,24,2,8.16811019585257,2,3,6.973425163210474,5.77874013056838,1.0,2.9734251632104742,1
28,1,1,1,1,2,3,3,2,43,2,2,1.0112712180445573,15,2,5.067627308267343,2,3,5.0,4.0,0.0,3.9774575639108853,1
28,1,3,2,2,1,19,3,1,36,3,1,1.0,21,3,8.809592206530938,0,2,2.984012989115102,2.5872103912920816,0.3968025978230204,0.7936051956460408,1
31,3,2,2,2,1,3,2,2,39,3,1,2.579449553112242,22,2,3.772599404149656,3,3,1.0,0.0,0.0,0.0,1
28,1,1,2,11,1,7,2,3,66,3,1,0.9626493185548747,21,4,5.037350681445125,3,3,5.0,3.037350681445125,0.0,2.0747013628902504,1
35,1,2,1,4,1,2,3,3,70,3,1,2.888819451154547,20,3,6.944409725577273,3,2,3.1667708232681795,2.1667708232681795,0.9444097255772734,2.111180548845453,1
31,1,2,2,2,1,5,4,3,43,2,1,2.8589181512222863,20,1,8.42324554633314,2,3,5.0,4.0,0.8589181512222864,3.7178363024445726,1
36,2,2,2,2,2,4,3,2,64,2,2,0.406392308273522,24,4,9.593607691726477,1,3,6.6255692330940885,6.406392308273522,0.593607691726478,7.187215383452956,1
48,1,2,1,8,1,11,3,4,82,3,4,4.3239900611068,23,1,10.0,4,2,5.0,3.0,1.0,4.943940366640797,1
29,1,1,2,6,1,23,2,3,80,3,1,1.1738500299006986,23,2,10.260775044851048,2,3,9.652299940198603,6.739224955148952,0.0,6.826149970099301,1
38,2,2,1,1,1,1,4,2,62,2,2,1.4670369003561579,23,3,10.733518450178078,1,3,6.100277675267119,4.899722324732881,0.6332407749109605,7.633240774910961,1
40,2,1,2,2,1,2,2,2,80,2,1,1.4718092263920046,21,2,8.67952306598001,2,2,1.7922861604119928,0.5281907736079954,0.5281907736079954,0.7922861604119928,1
19,3,2,1,4,2,2,1,2,99,1,1,0.1518719045331165,21,1,10.0,4,4,0.1518719045331165,0.1518719045331165,0.0,0.0,2
57,1,1,2,3,1,1,3,4,76,3,5,3.1227768896627084,21,2,10.0,3,2,8.508892441349166,7.386115551686458,1.0,4.754446220674583,1
41,1,1,3,4,1,1,3,4,76,3,1,2.876444075875294,21,1,11.752888151750588,3,3,4.876444075875294,3.0,0.8764440758752938,0.3706677723741185,1
37,2,2,2,2,2,3,3,2,64,2,2,0.35707443638574676,24,4,9.642925563614254,1,3,6.428297745542987,6.357074436385747,0.6429255636142532,7.285851127228506,1
29,1,2,2,4,1,26,3,3,89,3,1,3.1118384054155284,22,1,10.703946135138509,1,3,7.888161594584472,5.592107729722981,0.7039461351385095,7.0,1
38,1,1,4,8,1,11,2,3,66,3,1,3.821248007080608,20,3,7.268127989379089,2,3,5.0,3.821248007080608,0.9106240035403039,0.2681279893790882,1
31,1,2,2,2,1,6,4,3,46,3,1,3.0,21,2,9.249522542086503,2,2,6.249522542086503,5.874283813129753,1.0,5.874283813129753,1
29,3,1,1,5,1,11,1,3,75,2,1,1.0,21,2,7.313073142801319,3,3,1.3358658571498352,0.6717317142996702,0.6717317142996702,0.6717317142996702,1
40,2,1,3,6,1,5,2,3,38,3,3,1.0,21,4,9.65021466284532,2,3,5.524678005732021,7.0,1.3497853371546804,7.0,1
36,3,1,1,1,2,8,3,3,36,3,2,2.2738815756098187,24,2,11.184703939024548,2,3,9.910822363414729,8.273881575609819,1.726118424390181,7.0,1
22,1,2,2,3,1,6,1,4,74,3,1,1.0,22,1,9.863087556717883,2,3,1.1711405541026456,0.17114055410264561,0.0,0.1369124432821165,1
36,1,2,2,2,1,3,2,1,37,3,1,4.6613090131304995,21,1,9.032145921217003,2,3,1.3386909868695005,0.3386909868695005,0.3386909868695005,0.3386909868695005,1
29,3,2,3,8,1,22,1,2,32,3,1,1.6548078551187244,20,3,9.345192144881276,1,2,3.6192314204748977,2.9644235653561735,0.6548078551187244,2.6192314204748977,1
19,1,1,2,2,1,1,2,2,47,2,1,1.0,22,3,10.0,2,2,1.0,0.0,0.7738345232013403,0.22616547679865973,1
30,1,2,2,2,1,3,3,3,43,1,1,2.3627578946659455,20,2,9.911726316002163,2,3,5.0,4.0,0.36275789466594544,2.725515789331891,1
31,4,1,2,5,1,12,2,3,76,2,1,1.0,20,2,3.111455840202227,2,3,1.8610680199747216,1.7221360399494432,1.7221360399494432,1.7221360399494432,1
29,1,3,2,2,1,27,4,3,94,3,1,3.5609789498380824,22,1,10.780489474919042,1,2,7.219510525080959,5.439021050161918,1.0,7.0,1
51,1,1,1,7,1,10,3,4,82,3,2,2.0509054696022604,20,1,9.02545273480113,3,2,5.0,2.02545273480113,1.0,3.97454726519887,1
39,1,2,2,4,1,2,3,3,68,3,1,2.220241225211969,15,3,7.77975877478803,3,3,3.0,1.2202412252119692,1.0,2.0,1
32,4,1,3,5,2,13,3,3,77,1,1,1.0,20,2,2.3427137777611904,2,3,2.3427137777611904,2.0,2.114237925920397,1.7715241481592063,1
48,2,1,1,4,1,23,3,3,60,2,2,1.5657766199665604,20,1,8.86844676006688,1,3,3.8684467600668793,3.736893520133758,1.4342233800334396,2.4342233800334396,1
40,1,2,2,2,1,2,1,3,86,2,1,0.014632687758265317,20,3,5.0,2,2,4.014632687758265,2.014632687758265,1.9707346244834694,3.014632687758265,1
27,2,2,2,4,1,16,2,3,47,2,1,1.0578690946123712,22,2,5.057869094612371,1,3,3.5289345473061857,2.5289345473061857,1.0,2.0,1
40,1,1,2,2,1,3,1,3,87,2,1,0.3642142776431665,20,4,5.364214277643167,2,2,4.182107138821583,1.6357857223568335,1.8178928611784166,3.1821071388215834,1
19,1,2,2,2,1,2,2,4,98,2,1,1.0,16,1,6.393448570052423,4,4,1.5456648985489614,1.0304432656993077,0.5152216328496538,0.0,1
24,2,1,2,6,1,6,2,4,96,2,1,1.0,20,2,4.024915311763843,3,2,4.024915311763843,2.0,0.4875423441180784,2.0498306235276864,1
40,1,2,2,3,1,3,1,3,88,2,1,0.25831305577133445,20,3,5.0,2,2,4.2583130557713345,2.2583130557713345,1.483373888457331,3.2583130557713345,1
37,1,2,1,1,1,1,3,1,59,2,2,4.0,20,3,12.0,2,4,7.397691706321809,3.602308293678191,0.3011541468390956,5.494229265804522,1
26,2,2,3,5,2,5,2,4,73,3,1,1.0,20,2,6.597449956403019,4,3,6.597449956403019,6.194899912806039,0.5974499564030195,5.792349869209058,1
29,2,2,2,2,2,3,2,3,71,3,1,0.7819768925059135,20,3,9.34593067751774,2,3,2.0901155374704325,0.872092429976346,0.0,0.872092429976346,1
32,3,2,3,3,1,23,3,2,35,3,1,1.0,21,2,10.0,1,2,2.419783328922682,1.709891664461341,0.35494583223067055,1.0648374966920118,1
32,1,1,3,6,1,24,1,3,58,3,1,1.0,22,4,8.843407869106564,3,2,8.843407869106564,7.843407869106564,1.0,7.421703934553282,1
31,1,1,3,15,2,10,3,3,40,3,3,3.603171366624009,20,2,13.396828633375991,2,3,10.206342733248018,6.470895155498678,3.603171366624009,8.0,1
50,2,1,3,3,2,2,2,3,30,2,4,2.0,21,2,10.0,3,3,2.6959938913453003,2.4971384938180714,1.9005723012363855,2.0,1
43,1,1,3,3,2,1,1,3,74,2,2,3.0,22,3,10.617556284780692,3,2,5.0,3.0,1.0,2.7648874304386175,1
40,2,1,2,3,1,3,2,3,38,3,2,1.0,23,4,8.633632287109037,2,3,7.049551569336444,7.0,2.3663677128909626,7.0,1
45,1,1,2,11,1,5,3,1,76,3,2,3.645167751823348,16,3,9.177416124088326,1,3,2.645167751823348,1.6451677518233478,0.0,1.6451677518233478,1
38,2,2,1,1,1,4,2,1,41,4,2,1.0,24,3,8.0,2,3,8.0,3.2923682494144324,1.9406766426898379,7.0,1
38,3,2,2,2,2,2,3,2,64,2,2,0.18494557159754288,24,4,9.815054428402457,1,3,5.739782286390172,6.1849455715975425,0.8150544284024571,7.630108856804914,1
40,2,1,1,6,1,11,3,4,79,3,3,5.0,22,3,12.988544521066034,2,3,5.0,3.0,0.5019092464889943,6.509546232444971,1
34,3,1,1,1,1,28,3,4,95,2,1,1.2015261997471303,20,4,8.0,2,3,7.79847380025287,6.79847380025287,0.9328246000842899,6.73129840033716,1
23,2,2,1,3,1,4,1,3,96,1,1,0.8104961760553775,20,1,7.1632633838061786,5,3,0.0,0.0,0.0,0.0,2
58,2,1,2,9,1,6,3,2,77,2,1,4.0,20,1,10.492394681939672,3,2,1.0,0.0,0.0,0.0,1
45,2,1,1,1,1,2,2,3,35,3,2,0.2797974183677042,22,1,8.0,2,3,7.279797418367704,6.279797418367704,1.5595948367354084,7.0,1
40,2,1,1,2,1,2,1,4,86,2,1,0.21315746025734872,19,3,5.532893650643372,2,2,3.680263809613977,1.7868425397426513,1.7868425397426513,2.680263809613977,1
41,1,2,2,5,1,9,4,3,94,3,1,1.140018538660449,20,2,5.280037077320898,2,3,5.0,2.579944384018653,0.140018538660449,4.0,1
38,1,2,1,1,1,1,4,1,60,2,2,2.9452647894615342,22,3,11.472632394730766,1,3,7.208948592096151,3.7910514079038493,0.26368380263461644,7.263683802634617,1
38,1,1,3,12,1,10,3,3,40,3,2,1.5329967867417644,24,1,14.401009639774706,1,2,5.266498393370882,3.0,1.5329967867417644,6.667508033145589,1
38,2,2,1,1,1,7,2,1,44,3,2,0.7321845784590624,22,2,8.0,2,3,7.732184578459062,1.8747079507865632,0.7321845784590624,6.464369156918124,1
37,4,2,4,9,1,7,3,3,63,3,1,4.0,21,3,7.0,3,3,3.5014613211231955,2.5014613211231955,0.25073066056159776,1.4985386788768045,1
45,1,1,2,4,2,1,1,3,72,2,3,2.6330980633574477,23,2,10.0,2,2,5.0,3.0,1.0,5.834509683212762,1
41,2,1,1,5,1,3,1,4,88,2,3,1.0114522997234572,16,2,7.528630749308643,2,3,2.482821550414814,0.9885477002765428,0.9885477002765428,1.4828215504148141,1
38,1,1,2,2,1,3,4,3,78,2,3,2.7068224872823974,22,3,12.560233730923596,2,2,5.0,3.0,0.5732943781794007,3.4267056218205996,1
31,1,2,2,2,1,4,3,3,55,2,2,2.485679110465113,24,2,8.647572147286816,1,2,0.8381069631782958,0.0,0.0,0.0,1
35,1,3,1,1,1,7,2,2,45,3,2,1.8087630030980486,23,3,8.808763003098049,3,2,7.595618498450976,2.83067051084317,1.0,7.0,1
29,1,2,2,2,1,1,2,3,56,3,1,1.0,22,3,11.083645508257082,2,2,11.083645508257082,7.312734131192812,2.7709113770642704,5.854556885321353,1
40,2,2,1,1,1,5,3,1,44,3,2,1.5779639404493127,17,3,8.577963940449312,3,3,6.844072119101375,2.3118557617972506,1.0,5.844072119101375,1
45,2,1,2,2,1,2,3,4,30,3,3,2.3538713765612496,21,2,13.184842389051244,2,3,2.3538713765612496,2.0,2.0,2.0,1
28,2,1,1,1,2,4,3,1,43,3,2,1.0,15,2,5.041372822686779,3,3,5.0,3.917254354626441,0.0,3.917254354626441,1
22,2,1,2,3,1,4,2,4,98,2,1,1.0,18,1,3.3687418413579264,3,3,3.3687418413579264,2.0,0.8156290793210368,0.7374836827158529,1
29,1,1,2,3,1,23,2,3,73,2,1,1.2710108817328236,23,1,9.819326078844785,2,2,1.0,0.0,0.9096630394223921,0.0,1
27,1,2,2,4,2,13,1,4,31,3,2,1.2290140744645215,20,3,9.0,3,2,8.083943702141914,6.312957776606435,1.0,6.312957776606435,1
30,2,1,1,1,1,2,3,2,51,2,2,4.727001178583634,23,2,11.59050176787545,3,2,0.3412485267704579,0.13649941070818317,0.0,0.13649941070818317,1
31,1,3,1,7,1,7,3,3,44,2,2,2.1629210092969706,21,3,10.0,3,2,5.325842018593941,4.488763027890911,0.16292100929697062,1.9775260557818237,1
37,1,1,4,14,1,5,2,3,42,3,1,1.0,23,2,12.62316037814346,2,3,2.748773585428974,1.3115801890717305,0.4371933963572435,3.497547170857948,1
28,1,1,2,10,1,8,2,4,66,3,1,1.2534589681242578,21,3,5.168972645416172,3,3,5.0,3.084486322708086,0.08448632270808598,1.831027354583828,1
36,1,2,2,4,2,2,3,1,53,2,1,2.835401416634283,23,2,11.278467138878094,2,3,0.7215328611219056,0.0,0.0,0.0,1
39,1,1,1,1,1,5,3,2,46,2,2,3.4416186680318304,22,3,9.220809334015915,2,3,6.168785998976127,1.8312140010238727,1.0,4.558381331968169,1
41,2,1,1,1,1,8,3,3,54,3,2,4.797227188231062,21,3,13.797227188231062,3,2,5.253466014711171,4.253466014711171,1.0,4.202772811768938,1
36,1,1,1,1,1,5,4,3,46,2,2,4.206701253895892,20,2,9.206701253895892,2,3,5.0,3.396649373052054,1.0,3.396649373052054,1
47,2,1,1,1,1,2,1,3,35,2,2,0.09182612692073389,21,1,8.091826126920735,2,3,7.091826126920734,6.045913063460367,1.0,6.770434682698165,1
44,2,1,2,8,1,23,3,2,82,3,4,3.2700025548424136,22,3,10.0,3,3,0.6750063871060347,0.4050038322636208,0.13500127742120693,1.2150114967908623,1
23,1,2,3,6,1,7,1,4,75,3,1,1.0,21,1,8.548735174202761,3,3,3.9025296515944765,3.3862845935268893,0.48375494193241275,3.3862845935268893,1
30,1,1,2,6,1,21,2,3,82,3,1,1.0,23,2,8.650443888039025,2,3,8.650443888039025,5.6504438880390255,0.8097336671765847,5.110621443254636,1
26,3,2,1,1,2,3,1,3,72,3,1,0.46015722109180657,21,2,6.539842778908193,2,3,6.0,4.460157221091807,0.0,4.0,1
36,1,2,4,8,1,2,2,4,78,3,1,2.1620138778915847,20,1,12.837986122108415,3,3,5.0,3.8379861221084153,0.1620138778915846,3.3519444884336616,1
39,1,1,2,5,2,2,3,1,54,2,1,2.47541101906987,22,2,11.47541101906987,2,3,1.6338813587598264,0.6338813587598264,0.1584703396899566,0.6338813587598264,1
31,1,1,2,6,2,1,3,3,70,2,1,1.8464078493145573,20,3,5.7679607534272135,2,3,2.6928156986291145,0.0,0.0,1.6928156986291145,1
36,3,3,3,12,1,1,3,3,76,1,2,2.0,21,2,17.089527374553043,2,3,6.910472625446958,6.8209452508939155,1.0,7.0,1
28,1,2,1,1,1,2,1,3,70,3,1,1.3093442817664724,20,2,6.154672140883236,3,2,5.535983577350291,4.535983577350291,0.15467214088323622,3.6906557182335273,1
28,2,3,1,1,2,3,2,3,71,3,1,1.0,20,2,8.493330203619962,2,3,2.8833372454750466,1.8833372454750466,0.0,1.506669796380037,1
32,1,3,2,2,1,21,4,3,90,2,1,2.5772880738988913,22,1,12.896949234801479,2,2,6.0515253825992605,4.0515253825992605,1.0,5.103050765198521,1
41,2,1,3,4,1,17,3,4,62,3,1,2.6887674640884667,20,1,7.655616267955767,1,3,3.6887674640884667,2.6887674640884667,1.0,1.3112325359115335,1
33,3,2,2,2,1,7,3,3,59,3,2,2.2969196777315624,21,2,14.890759033194687,2,3,9.054620483402656,5.703080322268438,1.0,6.703080322268438,1
24,1,1,2,4,1,8,1,4,74,3,1,1.0,22,1,10.0,3,3,1.0,0.0,0.0,0.0,1
33,2,1,2,7,2,2,3,3,67,2,1,2.590148900622094,20,3,5.5901489006220935,3,3,3.0,0.5901489006220939,0.0,2.0,1
31,2,1,1,1,1,28,3,3,94,2,1,2.205141825195536,21,2,9.205141825195536,1,3,7.598286058268155,6.196572116536309,1.0,7.0,1
24,1,1,3,7,1,24,2,3,54,3,1,1.5403184872388689,22,4,6.919363025522262,2,3,5.8387260510445245,4.8387260510445245,1.0,4.298407563805656,1
41,1,1,3,3,1,1,2,3,75,2,1,3.0,22,1,11.848133179260756,3,2,5.0,3.0,1.0,0.30373364147848836,1
23,1,1,1,1,1,4,3,1,57,4,1,1.8444693118420858,16,1,4.922234655921043,3,3,3.0,2.0,0.07776534407895708,2.0,1
34,4,2,2,2,1,7,3,3,59,3,2,2.9953212187484435,21,2,16.985963656245332,2,3,8.007018171877334,5.004678781251556,1.0,6.004678781251556,1
33,4,1,2,3,2,16,3,4,85,1,1,1.0,22,2,5.161503058964568,2,3,4.870797552828346,1.935398776414173,2.9030981646212592,0.0,1
37,1,2,1,1,1,1,3,1,59,2,2,3.994746181441615,21,2,12.026269092791924,2,4,8.0,3.0105076371167696,0.005253818558384915,6.994746181441615,1
27,1,1,1,4,1,9,1,4,74,3,1,1.0,22,1,10.0,4,3,1.0,0.0,0.0,0.0,1
29,2,2,1,2,1,5,2,3,71,3,1,1.0,20,2,10.0,2,3,1.0,0.0,0.0,0.0,1
29,1,1,2,6,1,23,2,3,83,3,1,1.5777092445497165,23,2,10.192569748183239,2,3,9.422290755450284,6.614860503633523,0.1925697481832388,7.0,1
19,2,1,2,4,2,9,3,1,95,2,1,1.0,24,2,9.810493928820588,2,3,1.1516048569435293,1.0379012142358823,0.0,0.15160485694352932,1
43,1,1,4,7,1,16,2,3,64,2,3,1.209986441208144,23,1,12.740081352751137,2,3,4.580027117583712,2.790013558791856,1.0,2.790013558791856,1
24,1,1,3,7,1,24,2,3,52,3,1,1.6905602324456406,22,4,6.618879535108719,2,3,5.237759070217438,4.237759070217438,1.0,3.547198837771797,1
44,1,1,1,3,1,4,3,3,45,2,2,4.52130066741357,22,2,10.0,2,3,4.042601334827139,2.5213006674135694,1.0,2.5213006674135694,1
43,1,1,4,8,1,15,2,3,64,2,3,1.0867052118621836,23,1,13.479768728826897,2,3,4.826589576275633,2.9132947881378164,1.0,2.9132947881378164,1
30,1,2,2,2,1,6,3,3,48,3,1,2.916341586007861,21,3,9.91634158600786,2,2,7.04182920699607,6.916341586007861,1.0418292069960695,6.790853965019652,1
29,1,1,2,12,1,9,3,3,94,2,1,1.0,20,3,5.241607586054318,3,2,5.241607586054318,2.7248227581629556,0.0,3.7583924139456815,1
32,1,2,1,1,1,7,4,2,44,2,1,3.0,17,1,8.361050614665738,3,2,5.722101229331477,5.083151843997214,0.6389493853342618,2.9168481560027857,1
41,3,1,3,4,2,9,3,3,38,3,1,2.5180716910777,21,2,10.0,1,2,5.7590358455388495,3.9638566178446006,2.5180716910777,3.9638566178446006,1
31,1,2,2,2,1,6,4,3,43,2,1,2.172309987819416,20,1,6.896413317092554,1,3,4.448206658546277,3.448206658546277,1.0,3.448206658546277,1
31,3,2,1,2,1,27,2,3,32,3,2,1.0,23,2,7.451073680842052,4,2,5.6372315797894865,4.274463159578974,1.0,3.637231579789487,1
26,3,2,1,1,2,3,1,3,72,3,1,0.01942319982001184,21,2,6.980576800179988,2,3,6.0,4.019423199820012,0.0,4.0,1
